datetime,open,high,low,close,volume
2026-07-19T17:22:00.000000,64506.94,64506.94,64495.01,64495.01,8.0
2026-07-19T17:23:00.000000,64495.01,64503.99,64495.01,64503.99,8.0
2026-07-19T17:24:00.000000,64503.99,64514.79,64503.99,64504.0,10.0
2026-07-19T17:25:00.000000,64504.0,64504.0,64494.0,64494.0,5.0
2026-07-19T17:26:00.000000,64494.0,64494.0,64493.7,64493.7,2.0
2026-07-19T17:27:00.000000,64493.7,64494.01,64488.0,64488.0,5.0
2026-07-19T17:28:00.000000,64488.0,64488.0,64488.0,64488.0,1.0
2026-07-19T17:29:00.000000,64488.0,64488.0,64477.4,64483.31,8.0
2026-07-19T17:30:00.000000,64483.31,64483.31,64483.31,64483.31,1.0
2026-07-19T17:31:00.000000,64483.31,64483.31,64477.0,64481.51,8.0
2026-07-19T17:32:00.000000,64481.51,64511.94,64481.51,64511.94,16.0
2026-07-19T17:33:00.000000,64511.94,64529.49,64492.0,64492.0,16.0
2026-07-19T17:34:00.000000,64492.0,64529.99,64492.0,64524.82,22.0
2026-07-19T17:35:00.000000,64524.82,64524.83,64514.0,64514.0,6.0
2026-07-19T17:36:00.000000,64514.0,64522.49,64514.0,64520.11,8.0
2026-07-19T17:37:00.000000,64520.11,64520.11,64505.21,64505.21,10.0
2026-07-19T17:38:00.000000,64505.21,64505.21,64497.64,64497.64,9.0
2026-07-19T17:39:00.000000,64497.64,64497.64,64496.0,64497.62,5.0
2026-07-19T17:40:00.000000,64497.62,64505.55,64497.62,64497.79,8.0
2026-07-19T17:41:00.000000,64497.79,64518.83,64497.79,64515.17,15.0
2026-07-19T17:42:00.000000,64515.17,64527.99,64515.17,64527.98,7.0
2026-07-19T17:43:00.000000,64527.98,64537.61,64527.98,64537.61,15.0
2026-07-19T17:44:00.000000,64537.61,64553.99,64537.61,64544.28,9.0
2026-07-19T17:45:00.000000,64544.28,64551.94,64528.0,64528.0,14.0
2026-07-19T17:46:00.000000,64528.0,64528.0,64505.21,64505.21,14.0
2026-07-19T17:47:00.000000,64505.21,64505.21,64479.7,64479.7,12.0
2026-07-19T17:48:00.000000,64479.7,64514.76,64478.0,64514.76,8.0
2026-07-19T17:49:00.000000,64514.76,64516.43,64505.21,64505.21,8.0
2026-07-19T17:50:00.000000,64505.21,64505.21,64479.12,64479.12,15.0
2026-07-19T17:51:00.000000,64479.12,64479.12,64479.12,64479.12,1.0
2026-07-19T17:52:00.000000,64479.12,64479.12,64458.0,64458.0,17.0
2026-07-19T17:53:00.000000,64456.0,64456.0,64438.0,64442.4,20.0
2026-07-19T17:54:00.000000,64442.4,64450.1,64442.4,64444.23,5.0
2026-07-19T17:55:00.000000,64444.23,64444.23,64442.0,64442.0,4.0
2026-07-19T17:56:00.000000,64442.0,64442.0,64425.24,64425.24,12.0
2026-07-19T17:57:00.000000,64425.24,64441.96,64425.24,64441.96,7.0
2026-07-19T17:58:00.000000,64441.96,64480.15,64441.96,64480.15,18.0
2026-07-19T17:59:00.000000,64480.15,64480.15,64470.0,64470.0,5.0
2026-07-19T18:00:00.000000,64470.0,64470.0,64455.0,64455.0,13.0
2026-07-19T18:01:00.000000,64455.0,64481.92,64455.0,64481.92,11.0
2026-07-19T18:02:00.000000,64481.92,64481.92,64481.92,64481.92,1.0
2026-07-19T18:03:00.000000,64481.92,64487.07,64481.92,64487.07,3.0
2026-07-19T18:04:00.000000,64487.07,64514.99,64487.07,64514.99,15.0
2026-07-19T18:05:00.000000,64514.99,64524.99,64479.06,64479.06,20.0
2026-07-19T18:06:00.000000,64479.06,64533.16,64476.48,64529.2,23.0
2026-07-19T18:07:00.000000,64529.2,64549.29,64514.84,64514.84,28.0
2026-07-19T18:08:00.000000,64514.84,64539.15,64514.84,64524.01,9.0
2026-07-19T18:09:00.000000,64524.01,64524.01,64505.21,64505.21,7.0
2026-07-19T18:10:00.000000,64505.21,64505.21,64505.21,64505.21,1.0
2026-07-19T18:11:00.000000,64505.21,64505.21,64481.79,64486.95,14.0
2026-07-19T18:12:00.000000,64486.95,64486.95,64486.95,64486.95,1.0
2026-07-19T18:13:00.000000,64486.95,64507.96,64486.95,64502.8,12.0
2026-07-19T18:14:00.000000,64502.8,64528.22,64502.8,64528.22,10.0
2026-07-19T18:15:00.000000,64528.22,64539.15,64520.0,64539.15,11.0
2026-07-19T18:16:00.000000,64539.15,64549.29,64539.15,64549.29,12.0
2026-07-19T18:17:00.000000,64549.29,64610.89,64549.29,64605.66,27.0
2026-07-19T18:18:00.000000,64605.66,64610.89,64590.1,64597.1,22.0
2026-07-19T18:19:00.000000,64597.1,64614.44,64597.1,64614.44,7.0
2026-07-19T18:20:00.000000,64614.44,64663.03,64596.6,64611.99,38.0
2026-07-19T18:21:00.000000,64611.99,64628.32,64611.99,64628.32,30.0
2026-07-19T18:22:00.000000,64628.32,64628.32,64588.0,64588.0,17.0
2026-07-19T18:23:00.000000,64588.0,64597.98,64580.0,64580.0,12.0
2026-07-19T18:24:00.000000,64580.0,64619.99,64580.0,64604.0,21.0
2026-07-19T18:25:00.000000,64604.0,64608.83,64600.0,64600.0,12.0
2026-07-19T18:26:00.000000,64600.0,64600.0,64600.0,64600.0,1.0
2026-07-19T18:27:00.000000,64600.0,64600.0,64578.0,64578.0,10.0
2026-07-19T18:28:00.000000,64578.0,64585.97,64570.95,64585.97,11.0
2026-07-19T18:29:00.000000,64585.97,64600.0,64585.97,64593.06,15.0
2026-07-19T18:30:00.000000,64593.06,64619.99,64593.06,64619.99,17.0
2026-07-19T18:31:00.000000,64619.99,64619.99,64603.42,64603.42,15.0
2026-07-19T18:32:00.000000,64603.42,64603.42,64600.0,64600.0,3.0
2026-07-19T18:33:00.000000,64600.0,64600.0,64588.0,64589.99,8.0
2026-07-19T18:34:00.000000,64589.99,64589.99,64578.0,64578.0,8.0
2026-07-19T18:35:00.000000,64578.0,64578.0,64560.0,64560.0,8.0
2026-07-19T18:36:00.000000,64560.0,64575.99,64557.86,64571.39,21.0
2026-07-19T18:37:00.000000,64571.39,64581.24,64569.01,64571.27,12.0
2026-07-19T18:38:00.000000,64571.27,64579.51,64564.0,64564.0,11.0
2026-07-19T18:39:00.000000,64564.0,64564.0,64524.92,64529.05,16.0
2026-07-19T18:40:00.000000,64529.05,64553.24,64518.93,64553.24,15.0
2026-07-19T18:41:00.000000,64553.24,64561.99,64553.24,64561.99,3.0
2026-07-19T18:42:00.000000,64561.99,64561.99,64561.99,64561.99,1.0
2026-07-19T18:43:00.000000,64561.99,64581.7,64561.99,64581.7,15.0
2026-07-19T18:44:00.000000,64581.7,64581.7,64581.7,64581.7,1.0
2026-07-19T18:45:00.000000,64581.7,64596.25,64581.7,64596.17,13.0
2026-07-19T18:46:00.000000,64596.17,64596.17,64548.32,64548.32,17.0
2026-07-19T18:47:00.000000,64548.32,64561.29,64538.18,64547.27,17.0
2026-07-19T18:48:00.000000,64547.27,64559.83,64547.27,64552.88,8.0
2026-07-19T18:49:00.000000,64552.88,64552.88,64552.88,64552.88,1.0
2026-07-19T18:50:00.000000,64552.88,64552.88,64534.95,64534.95,10.0
2026-07-19T18:51:00.000000,64534.95,64541.69,64532.71,64533.9,8.0
2026-07-19T18:52:00.000000,64533.9,64545.06,64522.01,64535.83,17.0
2026-07-19T18:53:00.000000,64535.83,64536.91,64526.06,64526.06,3.0
2026-07-19T18:54:00.000000,64526.06,64535.92,64526.06,64535.92,3.0
