datetime,open,high,low,close,volume
2026-07-27T05:21:00.000000,1.1408800000000001,1.14097,1.14087,1.14092,33.0
2026-07-27T05:22:00.000000,1.14092,1.14092,1.14082,1.14086,33.0
2026-07-27T05:23:00.000000,1.14086,1.14087,1.14078,1.14084,42.0
2026-07-27T05:24:00.000000,1.14083,1.1408800000000001,1.14083,1.14087,11.0
2026-07-27T05:25:00.000000,1.14089,1.14094,1.14086,1.14091,33.0
2026-07-27T05:26:00.000000,1.14091,1.14106,1.14091,1.14103,45.0
2026-07-27T05:27:00.000000,1.14103,1.14116,1.141,1.14109,50.0
2026-07-27T05:28:00.000000,1.1411,1.14129,1.14108,1.14128,45.0
2026-07-27T05:29:00.000000,1.14129,1.14144,1.14129,1.14144,44.0
2026-07-27T05:30:00.000000,1.14144,1.14144,1.14133,1.14136,64.0
2026-07-27T05:31:00.000000,1.14137,1.14143,1.1413,1.14132,59.0
2026-07-27T05:32:00.000000,1.14131,1.14137,1.14127,1.14127,78.0
2026-07-27T05:33:00.000000,1.14127,1.14129,1.1412200000000001,1.14126,50.0
2026-07-27T05:34:00.000000,1.14126,1.14128,1.14118,1.1412,53.0
2026-07-27T05:35:00.000000,1.14121,1.14131,1.1412,1.14128,36.0
2026-07-27T05:36:00.000000,1.14128,1.14129,1.14118,1.1412,59.0
2026-07-27T05:37:00.000000,1.1412,1.14123,1.1412,1.14121,28.0
2026-07-27T05:38:00.000000,1.14121,1.14121,1.14112,1.14118,25.0
2026-07-27T05:39:00.000000,1.14118,1.14118,1.1411,1.14113,53.0
2026-07-27T05:40:00.000000,1.14113,1.14118,1.14111,1.14118,42.0
2026-07-27T05:41:00.000000,1.14118,1.14119,1.14106,1.1411,52.0
2026-07-27T05:42:00.000000,1.14109,1.14111,1.1409799999999999,1.14101,36.0
2026-07-27T05:43:00.000000,1.14101,1.14108,1.14101,1.14102,30.0
2026-07-27T05:44:00.000000,1.14102,1.14104,1.14101,1.14102,39.0
2026-07-27T05:45:00.000000,1.14102,1.14107,1.14099,1.141,29.0
2026-07-27T05:46:00.000000,1.141,1.14104,1.1409799999999999,1.14099,31.0
2026-07-27T05:47:00.000000,1.14099,1.14101,1.14095,1.14095,17.0
2026-07-27T05:48:00.000000,1.14095,1.1409799999999999,1.14075,1.14076,42.0
2026-07-27T05:49:00.000000,1.14076,1.14085,1.14075,1.14082,42.0
2026-07-27T05:50:00.000000,1.14082,1.14086,1.14078,1.14079,18.0
2026-07-27T05:51:00.000000,1.14079,1.14083,1.14079,1.14083,16.0
2026-07-27T05:52:00.000000,1.14083,1.14092,1.14083,1.14091,19.0
2026-07-27T05:53:00.000000,1.14091,1.14092,1.1409,1.14091,13.0
2026-07-27T05:54:00.000000,1.1409,1.14092,1.1408800000000001,1.14091,9.0
